policy,baseline_policy,weather_scenario,metric,baseline_mean,policy_mean,absolute_change,percent_change,percent_change_defined,undefined_reason,baseline_access_group
D3_universal_elder_digital_access,D0_baseline,W0,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W0,successful_ride_hailing_requests,1.6,1.6,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W0,policy_digital_agent_count,17.0,17.0,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,metro_legs,13.2,13.2,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,mandatory_activity_incomplete,1.0,1.0,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W0,planned_necessary_activities,16.1,16.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,mean_ride_hailing_wait_minutes_per_request,9.980912,9.980912,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,fallback_attempts,0.1,0.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,bus_legs,7.9,7.9,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,total_outdoor_exposure_minutes,175.6338,175.6338,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,completed_necessary_activities,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_requests,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,mean_total_travel_time,59.5338,59.5338,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_legs,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,policy_assisted_agent_count,3.6,3.6,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,successful_ride_hailing_requests,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,policy_digital_agent_count,6.0,6.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,metro_legs,1.4,1.4,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,planned_necessary_activities,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,mean_ride_hailing_wait_minutes_per_request,11.0,11.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,bus_legs,6.0,6.0,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,total_outdoor_exposure_minutes,128.7746,128.7746,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,completed_necessary_activities,1.2,1.2,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,mean_total_travel_time,56.954133,56.954133,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_assisted_agent_count,4.9,4.9,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,successful_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_digital_agent_count,0.0,4.9,4.9,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,metro_legs,0.8,0.8,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,planned_necessary_activities,1.2,1.2,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,bus_legs,3.111111,3.111111,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,total_outdoor_exposure_minutes,82.445889,82.445889,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,completed_necessary_activities,0.444444,0.444444,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,mean_total_travel_time,56.38388,56.38388,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,ride_hailing_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,successful_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,policy_digital_agent_count,0.0,2.333333,2.333333,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,metro_legs,1.0,1.0,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,planned_necessary_activities,0.444444,0.444444,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W0,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,18-39
D3_universal_elder_digital_access,D0_baseline,W2,bus_legs,9.9,9.9,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,total_outdoor_exposure_minutes,989.1723,989.1723,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,completed_necessary_activities,17.0,17.0,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,necessary_activity_completion_rate,0.944444,0.944444,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_requests,8.9,8.9,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,mean_total_travel_time,62.717015,62.717015,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,failed_ride_hailing_requests,1.3,1.3,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_legs,7.6,7.6,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,walking_legs,0.6,0.6,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,18-39
D3_universal_elder_digital_access,D0_baseline,W2,successful_ride_hailing_requests,7.6,7.6,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,18-39
D3_universal_elder_digital_access,D0_baseline,W2,policy_digital_agent_count,20.0,20.0,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,metro_legs,25.1,25.1,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,mandatory_activity_incomplete,1.0,1.0,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,18-39
D3_universal_elder_digital_access,D0_baseline,W2,planned_necessary_activities,18.0,18.0,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,mean_ride_hailing_wait_minutes_per_request,11.68378,11.68378,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,fallback_attempts,1.3,1.3,0.0,0.0,True,,18-39
D3_universal_elder_digital_access,D0_baseline,W2,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W2,bus_legs,10.4,10.4,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,total_outdoor_exposure_minutes,709.6142,709.6142,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,completed_necessary_activities,16.0,16.0,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,necessary_activity_completion_rate,0.994118,0.994118,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_requests,4.0,4.0,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,mean_total_travel_time,67.434746,67.434746,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,failed_ride_hailing_requests,0.1,0.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_legs,3.9,3.9,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,walking_legs,0.1,0.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W2,successful_ride_hailing_requests,3.9,3.9,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W2,policy_digital_agent_count,17.0,17.0,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,metro_legs,18.2,18.2,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,mandatory_activity_incomplete,0.1,0.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,40-59
D3_universal_elder_digital_access,D0_baseline,W2,planned_necessary_activities,16.1,16.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,mean_ride_hailing_wait_minutes_per_request,12.687228,12.687228,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,fallback_attempts,0.1,0.1,0.0,0.0,True,,40-59
D3_universal_elder_digital_access,D0_baseline,W2,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,bus_legs,7.3,7.3,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,total_outdoor_exposure_minutes,175.1337,175.1337,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,completed_necessary_activities,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_requests,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,mean_total_travel_time,63.057092,63.057092,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_legs,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,policy_assisted_agent_count,3.6,3.6,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,successful_ride_hailing_requests,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,policy_digital_agent_count,6.0,6.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,metro_legs,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,planned_necessary_activities,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,mean_ride_hailing_wait_minutes_per_request,11.0,11.0,0.0,0.0,True,,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D3_universal_elder_digital_access,D0_baseline,W2,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,bus_legs,5.1,5.1,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,total_outdoor_exposure_minutes,123.1488,123.1488,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,completed_necessary_activities,1.2,1.2,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,mean_total_travel_time,54.946698,54.946698,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_assisted_agent_count,4.9,4.9,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,successful_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_digital_agent_count,0.0,4.9,4.9,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,metro_legs,1.2,1.2,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,planned_necessary_activities,1.2,1.2,0.0,0.0,True,,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_assisted
D3_universal_elder_digital_access,D0_baseline,W2,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,bus_legs,2.444444,2.444444,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,total_outdoor_exposure_minutes,83.212556,83.212556,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,completed_necessary_activities,0.444444,0.444444,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,mean_total_travel_time,59.329296,59.329296,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,failed_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,ride_hailing_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,walking_legs,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,successful_ride_hailing_requests,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,policy_digital_agent_count,0.0,2.333333,2.333333,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,metro_legs,1.333333,1.333333,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,mandatory_activity_incomplete,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,planned_necessary_activities,0.444444,0.444444,0.0,0.0,True,,elder_baseline_nondigital_unassisted
D3_universal_elder_digital_access,D0_baseline,W2,fallback_attempts,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_nondigital_unassisted
D4_limited_community_phone_25pct,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,bus_legs,17.3,17.3,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,total_outdoor_exposure_minutes,983.5255,983.5255,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,completed_necessary_activities,17.5,17.5,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,necessary_activity_completion_rate,0.972222,0.972222,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,ride_hailing_requests,4.1,4.1,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,mean_total_travel_time,61.579419,61.579419,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,failed_ride_hailing_requests,0.1,0.1,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,ride_hailing_legs,4.0,4.0,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,walking_legs,1.5,1.5,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,successful_ride_hailing_requests,4.0,4.0,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,policy_digital_agent_count,20.0,20.0,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,metro_legs,22.2,22.2,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,mandatory_activity_incomplete,0.5,0.5,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,planned_necessary_activities,18.0,18.0,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,mean_ride_hailing_wait_minutes_per_request,10.559458,10.559458,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,fallback_attempts,0.1,0.1,0.0,0.0,True,,18-39
D4_limited_community_phone_25pct,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,bus_legs,19.2,19.2,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,total_outdoor_exposure_minutes,671.714,671.714,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,completed_necessary_activities,15.1,15.1,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,necessary_activity_completion_rate,0.938603,0.938603,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,ride_hailing_requests,1.7,1.7,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,mean_total_travel_time,67.437829,67.437829,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,failed_ride_hailing_requests,0.1,0.1,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,ride_hailing_legs,1.6,1.6,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,walking_legs,0.1,0.1,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,policy_assisted_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,successful_ride_hailing_requests,1.6,1.6,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,policy_proxy_agent_count,0.0,0.0,0.0,,False,baseline_zero,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,policy_digital_agent_count,17.0,17.0,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,metro_legs,13.2,13.2,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,mandatory_activity_incomplete,1.0,1.0,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,planned_necessary_activities,16.1,16.1,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,mean_ride_hailing_wait_minutes_per_request,9.980912,9.980912,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,fallback_attempts,0.1,0.1,0.0,0.0,True,,40-59
D4_limited_community_phone_25pct,D0_baseline,W0,transport_unmet,0.0,0.0,0.0,,False,baseline_zero,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,bus_legs,7.9,7.9,0.0,0.0,True,,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,total_outdoor_exposure_minutes,175.6338,175.6338,0.0,0.0,True,,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,completed_necessary_activities,1.7,1.7,0.0,0.0,True,,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,necessary_activity_completion_rate,1.0,1.0,0.0,0.0,True,,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,ride_hailing_requests,0.1,0.1,0.0,0.0,True,,elder_baseline_digital
D4_limited_community_phone_25pct,D0_baseline,W0,mean_total_travel_time,59.5338,59.5338,0.0,0.0,True,,elder_baseline_digital
