agent_id,day_type,age_group,digital_access,family_assistance,nondigital_unassisted,coupon_policy,coupon_eligible,coupon_reached,coupon_participated,coupon_awarded,public_coupon_participated,elder_reserve_reached,coupon_pool_type,coupon_allocation_rank,coupon_access_channel,public_participation_probability,public_participation_draw,public_dispatch_rank,elder_reserve_rank,community_phone_covered,community_phone_coverage_draw,pg_official_parent_agent_class,pg_adapter_agent_class,pg_num_rounds,pg_initial_endowment,pg_public_pool_multiplier,pg_round_contributions,pg_final_contribution,pg_total_contribution,pg_cumulative_payoff,pg_need_score,pg_cooperation_score,pg_priority_score,pg_peer_feedback_source_count,pg_peer_signal_round_2,pg_peer_signal_round_3,pg_linked_decision,pg_physical_coupon_pool,pg_coupons_created_by_multiplier,pg_allocation_reason
1,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5939598425686331,0.572419302617449,,False,0.03810914017187781,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
2,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.04845672517537915,0.5130580195364726,,False,0.8570713100959942,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
3,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.48787893361776247,0.6378065374026948,,False,0.3478208964999384,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
4,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9410662517607734,,,False,0.9497174947289216,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
5,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8838511259130615,,,False,0.7687184437515255,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
6,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8608206392806941,,,False,0.9739464621814261,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
7,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.69996024125927,0.7504348351156203,,False,0.7128811124032639,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
8,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.2870469974139611,0.10703893672164966,,False,0.25161914234348903,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
9,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.15151884055292555,0.2195342320861421,,False,0.6380426101357464,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
10,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7434445937138578,0.9217234447004299,,False,0.6997250916794628,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
11,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4939286544165568,0.806147948425163,,False,0.5195908424772729,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
12,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.33750582499981596,0.17255251114398776,,False,0.5905923050798559,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
13,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5108715621983808,0.07614758203560329,,False,0.9537103129073512,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
14,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7251939816192634,0.6342437200842046,,False,0.04361270920100381,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
15,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.08087220572797246,0.5166296219851794,,False,0.33554657881435584,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
16,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.1946253570127669,0.23946376849627152,,False,0.12978025438950702,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
17,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4710528184300672,0.9433999727389945,,False,0.7131266148597755,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
18,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.03880002701982397,0.4051719411935731,,False,0.06845269839170534,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
19,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9916402115412603,,,False,0.24731116083720925,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
20,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9802690773249525,,,False,0.6371903162863307,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
21,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.7809162482434117,0.6836460719466602,,False,0.5875519369160159,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
22,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.866103073436721,,,False,0.5000079422243726,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
23,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5973172981659977,0.1999576211976054,,False,0.2674525071534973,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
24,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3755026448336524,0.7436172625254228,,False,0.19743889354489078,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
25,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8015326670550993,,,False,0.4218695374388828,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
26,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9730283447488842,,,False,0.8164495924195367,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
27,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3784917860706048,0.2770650475121766,,False,0.6227021091382461,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
28,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.2117470349053743,0.03630192238212572,,False,0.7922553682840262,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
29,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9117260398584128,,,False,0.6951691600822443,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
30,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.03303779871924655,0.6376789858993019,,False,0.12650479197209746,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
31,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5572532984990854,0.0620650524694685,,False,0.8859191166053021,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
32,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.15927740064497628,0.9258678407809408,,False,0.5670949594961991,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
33,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.13922418746097076,0.5112942830298909,,False,0.4768843144403965,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
34,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.4295556804857594,0.6182111506467839,,False,0.4601864862322267,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
35,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.009097608569226786,0.2042078109594694,,False,0.8044492576028253,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
36,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.39413920073524816,0.657291127420435,,False,0.9375851581623612,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
37,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8697192507488399,,,False,0.8532359525027678,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
38,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8945079500671025,,,False,0.38026061205609446,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
39,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.1952453092565782,0.49066411173612473,,False,0.5856824580824944,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
40,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.3987980924115094,0.6956762813238608,,False,0.5342101602652586,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
41,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5610696611213498,0.1837231748887799,,False,0.715722586760719,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
42,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.37933297836948976,0.8791964676244823,,False,0.4923789611311651,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
43,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5485866786208168,0.4980227808658673,,False,0.7010311797027136,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
44,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.982447835404736,,,False,0.7734614667231141,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
45,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.23097401082367158,0.4724844420917509,,False,0.808981980628999,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
46,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.44451368039777944,0.4375646594699146,,False,0.6748328230243265,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
47,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.11829987869478092,0.3474791773789727,,False,0.01459418204982229,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
48,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6166789094007894,0.10822360922472823,,False,0.7310718779411597,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
49,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6475139255781109,0.836422727250446,,False,0.13024534228861906,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
50,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9296567750845651,,,False,0.01315267360590622,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
51,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6356923646629236,0.2800083250911154,,False,0.8110228828174061,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
52,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.36581446052938354,0.39118499761912534,,False,0.27437389176350097,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
53,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.38826853609915724,0.6194069571220014,,False,0.8726987376591818,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
54,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9098655531886517,,,False,0.15292828160391164,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
55,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.714040098333872,0.39304342968828354,,False,0.9757292284626496,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
56,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.2618790397301948,0.26212692148044586,,False,0.5711138828814717,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
57,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.317243954862015,0.3315379690997783,,False,0.555237235190534,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
58,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9337362411471961,,,False,0.761040435109153,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
59,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.645715477494144,0.8925412910835728,,False,0.6962563304320213,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
60,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8931517272563572,,,False,0.34991769466451844,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
61,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.13633405095944975,0.3282042923522618,,False,0.614832596302504,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
62,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.964171004531854,,,False,0.9129356216618677,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
63,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9856242088743274,,,False,0.44044204642156753,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
64,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.6217290669836535,0.9847066971868645,,False,0.44536203884144276,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
65,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8867932380989986,,,False,0.7267309456685372,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
66,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.15356912179645485,0.1351418409304988,,False,0.4129588279262682,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
67,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.9181463090116386,,,False,0.737637737074448,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
68,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.5313924675382833,0.37668622141803804,,False,0.27093093303076937,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
69,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.09918111483542034,0.5044861574839979,,False,0.0008698630232913721,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
70,workday,18-39,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.8,0.8497954561408236,,,False,0.52636058479861,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,40,0,did_not_participate
71,workday,18-39,True,False,False,C4_public_goods,True,True,True,False,True,False,,,digital_self,0.8,0.1784552610531368,0.4657308306401666,,False,0.5066576258151042,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,0|0|0,0,0,60.55873,0.1,0.0,0.065,125,0.010317,0.00619,True,40,0,below_priority_cutoff
